Country,Operator,Route,Status,Description,Botswana
Botswana,,Ghanzi - Namibia border,,SDH Source: http://www.flickr.com/photos/ssong/5980312175/ Parts of this are highly speculative and probably wrong.,"LINESTRING (21.655687226945439 -21.69807092918915 0,21.606544897735219 -21.698981514014829 0,21.55814494317222 -21.6948413352827 0,21.492934687173641 -21.70172591790476 0,21.432925637207919 -21.707152166982251 0,21.4108749703861 -21.712328345347341 0,21.38092408696798 -21.733997442781551 0,21.33297121701732 -21.737244186092511 0,21.270621127018181 -21.7492165472962 0,21.209296018166889 -21.760407028676049 0,21.184802907584931 -21.7673550397231 0,21.124295475909431 -21.77495082482249 0,21.036772532878931 -21.902107946653949 0,21.030922147053559 -21.92655934013332 0,21.029823515972719 -21.939804388740249 0,21.024525846876742 -21.946069573594141 0,20.999362774212379 -21.947996797946232 0)"
Botswana,,Main Loop,,SDH Source: http://www.flickr.com/photos/ssong/5980312175/ Parts of this are highly speculative and probably wrong.,"LINESTRING (25.868245525590559 -24.659437558460471 0,25.839065125037649 -24.636438708648949 0,25.8304766089291 -24.63941684823082 0,25.764698657054229 -24.652354808830591 0,25.66910795259367 -24.65864351524873 0,25.621786791268288 -24.690836785084102 0,25.525336477796891 -24.688237872812209 0,25.439770053803031 -24.762743692863971 0,25.388036603028329 -24.834169218942151 0,25.34840467511296 -24.907043674808271 0,25.295372125100659 -24.95527683356271 0,25.041334775867188 -24.824558772828009 0,24.881696518620149 -24.718259087968971 0,24.768860236771442 -24.59175920278307 0,24.672091280817249 -24.61716357265956 0,24.558634861824601 -24.612189048080229 0,24.461922227419659 -24.585927671526381 0,24.349705511874721 -24.592977263659069 0,24.208471297292721 -24.56460446628115 0,24.116775065236819 -24.556014296046619 0,23.94586383065279 -24.52242528947934 0,23.82215650769189 -24.47351180185812 0,23.605669619451579 -24.389443687506819 0,23.329019842258361 -24.268502071762459 0,23.17843723175746 -24.174805917325571 0,23.078653617337611 -24.078184010157649 0,22.817998649273221 -23.703042952689628 0,22.75371207221141 -23.678525757726369 0,22.437311551065289 -23.308391969094469 0,21.96415444496208 -22.719601072327841 0,21.926558653627652 -22.659405383145049 0,21.88229319213643 -22.56652403433214 0,21.794173685167031 -22.488459752493728 0,21.70048098252655 -22.358345069540761 0,21.584333296946969 -22.163911127568799 0,21.530403888847651 -22.057950689728081 0,21.541780044097958 -21.994850721667039 0,21.593641152866631 -21.937746063025578 0,21.614883766798801 -21.861125664970562 0,21.642479437533051 -21.793726970206261 0,21.65561444632101 -21.697939528850242 0,21.75921036362741 -21.59264265602377 0,21.806346727244261 -21.578107126939251 0,21.902769376437611 -21.54804432514776 0,22.031266933306551 -21.488099620518611 0,22.12456788732495 -21.38849604637004 0,22.200978717554541 -21.292091115517351 0,22.332403275790409 -21.147401328217931 0,22.396147054965269 -21.077709038534049 0,22.422508222881479 -21.00354477882847 0,22.43218246220874 -20.879969066201799 0,22.491596786675679 -20.75443801539398 0,22.535254126752779 -20.667825719131262 0,22.54085536936352 -20.586721734423179 0,22.554271923318179 -20.529186809098789 0,22.651183711901989 -20.487627661656092 0,22.739303192678769 -20.452148005366659 0,22.763212505455851 -20.41069116310025 0,22.882049109302109 -20.36929798606057 0,22.974910234025881 -20.34721490850113 0,23.169452256174381 -20.238529757253961 0,23.307193510801628 -20.120778363405169 0,23.366591261330498 -20.03698114407964 0,23.430570156865041 -19.991876963649311 0,23.439285426960449 -20.031121344985991 0,23.505620217321411 -20.074362870781421 0,23.635090667050829 -20.137445970378749 0,23.705803476636319 -20.167603719442489 0,23.785693488024531 -20.163053693616629 0,23.856655104718719 -20.187608357830879 0,24.115313519763969 -20.189980742276791 0,24.127075554652482 -20.21202035451892 0,24.18586275900925 -20.221814446169759 0,24.213009837096731 -20.250230796756579 0,24.248483800844578 -20.25879660945035 0,24.263342654077999 -20.313577460793681 0,24.31474143700466 -20.35832477071903 0,24.400716593292969 -20.42837611049206 0,24.453133385883259 -20.424208718510041 0,24.502637084897181 -20.472163923380659 0,24.40255058926147 -20.651023402866731 0,24.387017199399541 -20.766594719049209 0,24.35764758904687 -20.839347884524571 0,24.361562525472358 -21.025231565758698 0,24.417956052618361 -21.07107605388887 0,24.438559841313062 -21.092421330506809 0,24.4749114163427 -21.090873459661761 0,24.59154391158399 -21.145700297915681 0,24.648807632742791 -21.124848767297038 0,24.70080366124613 -21.134130432174931 0,24.73843641572838 -21.141005587313479 0,24.807834731551161 -21.196653027345501 0,24.877323403292941 -21.216804753796701 0,24.979054986796601 -21.277195703472799 0,25.088900350337841 -21.29507622523608 0,25.268314283323139 -21.313473022884079 0,25.430938065130299 -21.330856169145878 0,25.43325794563204 -21.35621195858171 0,25.579030686943451 -21.42784904166426 0,25.665961677699041 -21.563626287576 0,25.798860033729369 -21.64098482918234 0,25.904522577638868 -21.72544128101244 0,25.997321632145709 -21.779251232176691 0,26.126522965187071 -21.786009770825 0,26.200325060300781 -21.78553550055296 0,26.441968625164769 -21.86998182658493 0,26.509066059818249 -21.992666593288959 0,26.613512436519169 -22.143785885626869 0,26.709628159828629 -22.225758173152379 0,26.762624202246339 -22.252674331568471 0,26.796621251027862 -22.258873218914768 0,26.779201947322171 -22.28832696612395 0,26.754403926760531 -22.320861156002142 0,26.74642292768721 -22.420883556300719 0,26.821655071640158 -22.43333834916243 0,26.929798785832919 -22.48891094298358 0,27.027885818597991 -22.525682363709031 0,27.081720833055289 -22.537523513023579 0,27.10021609017716 -22.621755364017812 0,27.00425309726894 -22.80904958449479 0,26.898751709374821 -22.954132078005969 0,26.825122118945149 -23.10833882037171 0,26.718512075987331 -23.35182523643272 0,26.619272569373148 -23.495478012612121 0,26.474002828573131 -23.74642274187196 0,26.379266803425459 -23.905040689667331 0,26.267867923428671 -24.10309909520133 0,26.150966517604619 -24.250759776515821 0,26.13826057106273 -24.287055281671211 0,26.08327451000029 -24.361871051828501 0,26.082331127114831 -24.41982258758625 0,25.99654382701193 -24.525181228993009 0,25.920697712912428 -24.612422697004231 0,25.868245525590559 -24.659437558460471 0,25.877396386466099 -24.679141305041981 0,25.85974650540857 -24.71864150407654 0,25.815621118080472 -24.796344677296968 0,25.788058752410748 -24.87647771194462 0,25.743009706509731 -25.013822837063788 0,25.734595613381991 -25.060374448263659 0,25.705099871563341 -25.121692354237961 0,25.680104104906309 -25.192908077836059 0,25.675160744859781 -25.229247945484801 0,25.712296612459621 -25.274470420334509 0,25.675089082882842 -25.22841221471824 0,25.680221736054179 -25.192278998166511 0,25.70515767796234 -25.11966470221595 0,25.73499687193679 -25.06097597138983 0,25.743344466536762 -25.01418588156767 0,25.787982958939999 -24.876851193051401 0,25.816194255809179 -24.79598345578685 0,25.859685432555001 -24.71903512220981 0,25.8771522239151 -24.67913273825479 0,25.868245525590559 -24.659437558460471 0,25.885350378914421 -24.64355160560774 0,25.852684248749931 -24.598377247893509 0,25.804055448081709 -24.543825163440719 0,25.767518775427391 -24.534120127735829 0,25.75334796487877 -24.500539521797862 0,25.71982905877713 -24.474490769460669 0,25.657502695943531 -24.462511586698081 0,25.616174027832621 -24.43970088461036 0,25.577609973465218 -24.397050633754059 0,25.545353629324591 -24.39933742788897 0,25.54143070491137 -24.356141240256939 0,25.55119540616063 -24.270992289794489 0,25.580588781158379 -24.22319230188468 0,25.587815442935341 -24.14346551747418 0,25.643394644749961 -24.005078797619269 0,25.67614772768739 -23.88032999017754 0,25.68925903162426 -23.804066822580101 0,25.73839299592786 -23.755109270154779 0,25.760975591849999 -23.666859997922099 0,25.81727676968125 -23.607106886224091 0,25.812991085608139 -23.578927241964919 0,25.776276753641451 -23.520037400688778 0,25.759730808388049 -23.448541747337728 0,25.792096062892561 -23.41009345829379 0,25.856639118266848 -23.34287735068699 0,25.951587079171372 -23.27203105697717 0,26.065146341216121 -23.21938921982785 0,26.112366898445629 -23.200500844189261 0,26.143465468960791 -23.156611271750869 0,26.199031249140319 -23.123761598557259 0,26.26675282600911 -23.151442430832471 0,26.321839001722651 -23.158470331597801 0,26.398187704595959 -23.153810886192879 0,26.421974137731361 -23.124896471688359 0,26.42243434892908 -23.08066513496096 0,26.390053045055431 -23.0361451374173 0,26.373879581023669 -23.012280961067368 0,26.384590956701249 -22.985538013636241 0,26.413490247675561 -23.002469539227771 0,26.47123469758564 -23.015513605969431 0,26.51789817559948 -23.03354596631592 0,26.53857877651587 -23.08708580545062 0,26.544466703241991 -23.099124617113919 0,26.595505537700159 -23.13571134370628 0,26.61262403219823 -23.139096389665639 0,26.662217427259829 -23.12419048144838 0,26.702605908966891 -23.119405406508609 0,26.72127784860762 -23.12381548296381 0,26.763367106820859 -23.117135708799431 0,26.824304649364951 -23.109294499665069 0,26.890328352472771 -23.108853414138839 0,26.96261108336455 -23.12698031332372 0,27.048726484839531 -23.121291944746929 0,27.13196491080188 -23.11340111294238 0,27.158932437473709 -23.106476038238679 0,27.164256343840229 -23.104970838294651 0,27.241836969683131 -23.084482391675579 0,27.27393960838107 -23.04663645620742 0,27.290452858953259 -23.016058725007611 0,27.322861606162778 -22.983679135782079 0,27.358828852729971 -22.963885619326991 0,27.398424894422082 -22.94377926271039 0,27.404240511024831 -22.938510854210801 0,27.40926995621933 -22.92350785205138 0,27.408364053691781 -22.90397397069939 0,27.404483117914431 -22.889056608114519 0,27.403822823097599 -22.87226999789101 0,27.421415312476679 -22.864027958113049 0,27.449516817542239 -22.869227548255171 0,27.47989735997098 -22.871611894142969 0,27.5311710300372 -22.882013679447279 0,27.546777134557001 -22.878479416102419 0,27.564294846650881 -22.876564085020799 0,27.589140730089461 -22.868310983266301 0,27.591282478704361 -22.861109683578189 0,27.607733843807601 -22.84858272563725 0,27.625022527942608 -22.829732755384239 0,27.655014109635289 -22.83907108781149 0,27.684215123699389 -22.84801142771504 0,27.71758007977089 -22.8515277658401 0,27.73044182718105 -22.85350093048508 0,27.752150466705899 -22.80041933300415 0,27.76299100955093 -22.791991172915299 0,27.775183512200179 -22.792618281246071 0,27.774511991837109 -22.77044788953911 0,27.771465218933251 -22.753901433245421 0,27.77350066710359 -22.736416788700701 0,27.759627733882439 -22.715492770955379 0,27.745597134683081 -22.683632517622801 0,27.73579383057691 -22.669270720051699 0,27.714161678995271 -22.65709091173909 0,27.683410580491131 -22.628050207152409 0,27.659075795918891 -22.60117717448199 0,27.656699572507179 -22.578038215598461 0,27.63949145820693 -22.558990925678241 0,27.63511442263372 -22.54274747733303 0,27.644306117954681 -22.516917753685028 0,27.637245847483641 -22.49100645071729 0,27.632543892905939 -22.467278904933838 0,27.6555617435579 -22.430176973983901 0,27.693705979077279 -22.422977569848939 0,27.720933464909599 -22.41159548892767 0,27.745607236027119 -22.404761008165138 0,27.777663504455361 -22.39850915323575 0,27.797597397977889 -22.387314939313399 0,27.814912779197488 -22.35430956355491 0,27.836495703325301 -22.329981276890489 0,27.848639838420642 -22.306919524160239 0,27.893855880535749 -22.265272409293051 0,27.93914446438021 -22.22848723995719 0,27.975914864705889 -22.20215458340844 0,27.97870490738574 -22.184794113535371 0,27.963371422280019 -22.16957436290885 0,27.906742660051879 -22.086701610993138 0,27.85555621904199 -22.009580070402169 0,27.839024938131359 -21.983584632613251 0,27.827490302084229 -21.980070836136129 0,27.81943162665155 -21.979406723437631 0,27.823170608443789 -21.970256116751049 0,27.822632036530141 -21.968262262892178 0,27.80328914902304 -21.97158440290594 0,27.785796007662711 -21.97476530253611 0,27.772524656052489 -21.978036020923401 0,27.748348332915391 -21.96845590775013 0,27.74642062532784 -21.983358788572271 0,27.73405760034834 -22.000055145830579 0,27.630070911660901 -22.087272266960291 0,27.491222920967768 -22.205648669115732 0,27.474694771218189 -22.211884129925409 0,27.46641833547428 -22.226871303076571 0,27.452949129242072 -22.242534333654501 0,27.296443993150781 -22.385898097367111 0,27.28370102368573 -22.398298441711479 0,27.225449278466979 -22.468285089177641 0,27.17446273865276 -22.534349451780191 0,27.16935007503599 -22.541570083454509 0,27.149899690159959 -22.54021389390936 0,27.131105899364471 -22.554546129216 0,27.081541424964051 -22.537643263816481 0,27.106615054805332 -22.511985523510731 0,27.153938785381971 -22.48515198586486 0,27.171940888622359 -22.468842690555171 0,27.189331807661809 -22.447071327991448 0,27.207885284489549 -22.405749762241289 0,27.23838958418332 -22.327512333876371 0,27.264372899077131 -22.129685112840669 0,27.3146117470482 -21.929291661996231 0,27.337629454819769 -21.866477636087829 0,27.372266753435831 -21.654119635824379 0,27.37160007151342 -21.604172796371319 0,27.47390025635594 -21.351046105069901 0,27.511689497598599 -21.1709120141103 0,27.51445621388595 -21.15436182744439 0,27.544978019916261 -21.117932738435741 0,27.596557219377122 -20.98129459381828 0,27.62351727046229 -20.866765020101042 0,27.606394265933211 -20.785956500651061 0,27.583037987143861 -20.741169867968981 0,27.602504993541949 -20.687837656684241 0,27.637636076360749 -20.643903202552671 0,27.643775102203211 -20.590741591456521 0,27.659788230759538 -20.567713020377809 0,27.69757213239545 -20.55614244959618 0,27.724863985761051 -20.54801786377994 0,27.729929623100031 -20.544597917436551 0,27.723900982853721 -20.54642941454896 0,27.67164258626682 -20.560103173186189 0,27.662843597791159 -20.54852287492481 0,27.657032748275391 -20.539060400986301 0,27.651309754132871 -20.5370554554165 0,27.651335456074442 -20.532553638841161 0,27.642128505457219 -20.52955411661446 0,27.62018320352372 -20.528676947187549 0,27.59597283345699 -20.53266927896308 0,27.588361222460591 -20.533688193312059 0,27.57951850527629 -20.535801474556479 0,27.568639213313421 -20.529431376071351 0,27.56409298227296 -20.525283212759859 0,27.542614885128391 -20.521483360371619 0,27.533244453737751 -20.518028536971048 0,27.525883305499761 -20.517203688228332 0,27.520845232078081 -20.51376857616318 0,27.516490927671381 -20.514371213340521 0,27.505215311824031 -20.511602071468602 0,27.4957418958058 -20.510528710356319 0,27.48501759453227 -20.508301156647871 0,27.479598552160539 -20.507071714643331 0,27.46861408177195 -20.507593959750061 0,27.452694620364589 -20.503698802348321 0,27.445081430826271 -20.50289195957237 0,27.438887427592149 -20.504420854529659 0,27.436202254183868 -20.5045807695276 0,27.435665606459501 -20.51696751559502 0,27.435764895757249 -20.525518343983919 0,27.439457389941261 -20.531259864253471 0,27.440438851522071 -20.538584296744521 0,27.38720689861216 -20.57979237212497 0,27.31026043025398 -20.615542752068119 0,27.274319573345451 -20.693508547044491 0,27.222498207630881 -20.770487427473711 0,27.22610459298371 -20.853917005393981 0,27.229829764245029 -20.904050742787199 0,27.26001413725395 -20.938822014522589 0,27.325620364912869 -20.98393546848078 0,27.40426314271707 -21.0470938948867 0,27.437440259371169 -21.105222855009671 0,27.45495380290069 -21.138416977072321 0,27.484956077076241 -21.157837446147042 0,27.51221657097204 -21.166124752022089 0,27.34679083223504 -21.111783853440912 0,27.169027926656099 -21.087221033944619 0,27.041126764584611 -21.091113061452099 0,26.829207407615499 -21.064339529502831 0,26.761816011280189 -21.077670010551881 0,26.557955308354131 -21.19517121483598 0,26.384291692971001 -21.25563460707842 0,26.282588305248471 -21.302779499128931 0,25.97459453465143 -21.32838078703444 0,25.745130430075651 -21.31341919161617 0,25.69771236370606 -21.309498482163569 0,25.541864350394189 -21.3270718844417 0,25.430820866983979 -21.331023103622542 0)"
Botswana,,FrancisTown - Kasane,,SDH Source: http://www.flickr.com/photos/ssong/5980312175/,"LINESTRING (27.230592663023099 -20.903267173274209 0,27.1135528767662 -20.839749490548709 0,27.014948016563132 -20.792590135691011 0,26.934935900442849 -20.758868872105889 0,26.726649599256021 -20.685697593880981 0,26.476705699165869 -20.56662141175994 0,26.408997446339519 -20.51926729213508 0,26.39098666056703 -20.429294208247111 0,26.323283304196671 -20.366171371446129 0,26.302942202710749 -20.30350316556757 0,26.281391169028261 -20.23514823320706 0,26.24241714719464 -20.216367624614278 0,26.238386227509299 -20.21647669486045 0,26.17855640589233 -20.208614413211428 0,26.172307442163859 -20.0814200489956 0,26.149583289468271 -19.952568953637059 0,26.110508969369359 -19.795252032471371 0,26.042132315636689 -19.678879175428719 0,25.878126119174841 -19.373789004328192 0,25.699637601574459 -19.038725853810991 0,25.596253925519282 -18.84560100211608 0,25.596113721601739 -18.741893235140179 0,25.633407305656249 -18.573636612378341 0,25.597333490477151 -18.49351387552657 0,25.522507352017129 -18.437407777594188 0,25.471481461455252 -18.366132762762991 0,25.4445792907464 -18.288408429529358 0,25.40717131580314 -18.184686452055988 0,25.3570209992683 -18.13398177104613 0,25.28528754356773 -18.075031325140909 0,25.23273848952326 -17.949128195669889 0,25.210496835750419 -17.891284905302339 0,25.23220417441182 -17.841108488790699 0,25.241461217211391 -17.80745732014438 0,25.26153351608858 -17.793080124281079 0)"
Botswana,,Nata - Motopi,,SDH Source: http://www.flickr.com/photos/ssong/5980312175/,"LINESTRING (26.17867688202568 -20.20856047252898 0,26.180074896702401 -20.211089430431649 0,26.173600152758269 -20.21274854157809 0,26.16271134098611 -20.214337148380491 0,26.151673308919921 -20.21281775976599 0,26.135061051198221 -20.20488244399942 0,26.109508733813701 -20.1987976026235 0,26.092058113270831 -20.194093633737459 0,26.061820259309808 -20.184333894079931 0,26.037507306156201 -20.181294560154541 0,26.01541610217275 -20.175815528308629 0,25.990841803835071 -20.168332905558181 0,25.97965178403793 -20.167936206423281 0,25.961745439126691 -20.167911202483669 0,25.942844153919069 -20.16628282126285 0,25.913367538730849 -20.160526383192121 0,25.90096577677259 -20.159324558633742 0,25.879451074530689 -20.159318503472381 0,25.866531955433459 -20.15988935347902 0,25.852647241946482 -20.159514100886518 0,25.836451842512709 -20.157201300511201 0,25.820070417232589 -20.153274561315079 0,25.801289356258881 -20.150173561709941 0,25.7842448782406 -20.149640240819579 0,25.76617106062794 -20.151046428014151 0,25.743162245470369 -20.15092664025843 0,25.718658524024161 -20.142545372981871 0,25.69201324741703 -20.141533095620151 0,25.66282888035855 -20.136118840357081 0,25.631444318325531 -20.13070932342567 0,25.607928409189618 -20.130840320938109 0,25.580648110668431 -20.134220599112648 0,25.515791004951019 -20.139075121645131 0,25.42979968913556 -20.166475617156131 0,25.339307816335069 -20.18139251525939 0,25.24655865512792 -20.192108400301851 0,25.164828850311899 -20.204808765469071 0,25.012264490611621 -20.22176425939163 0,24.855065374956471 -20.24480639309057 0,24.764154264686979 -20.255242563508819 0,24.633075534121861 -20.224064578196149 0,24.546331620652381 -20.205274758689772 0,24.455016525972368 -20.188484212034119 0,24.40820580918049 -20.18214045141616 0,24.318911277565419 -20.190223265270429 0,24.216013865325529 -20.18571094211385 0,24.14711194872713 -20.18421585216926 0,24.115063199653591 -20.18997940600018 0)"
