state,session,chamber,bill_id,type,name,leg_id
ak,27,upper,SJR 7,cosponsor,Ellis,AKL000008
ak,27,upper,SJR 7,cosponsor,Hoffman,AKL000011
ak,27,upper,SJR 7,cosponsor,Davis,AKL000005
ak,27,upper,SJR 8,primary,MCGUIRE,AKL000013
ak,27,upper,SJR 9,primary,COGHILL,AKL000004
ak,27,upper,SR 1,primary,RULES,
ak,27,upper,SR 2,primary,KOOKESH,AKL000012
ak,27,upper,SR 2,cosponsor,Hoffman,AKL000011
ak,27,upper,SR 2,cosponsor,Dyson,AKL000006
ak,27,upper,SR 2,cosponsor,Wielechowski,AKL000019
ak,27,upper,SR 2,cosponsor,Olson,AKL000049
ak,27,upper,SR 2,cosponsor,French,AKL000009
ak,27,upper,SR 2,cosponsor,Meyer,AKL000002
ak,27,upper,SR 2,cosponsor,Menard,AKL000014
ak,27,upper,SR 2,cosponsor,Paskvan,AKL000015
ak,27,upper,SR 2,cosponsor,Egan,AKL000007
ak,27,upper,SR 2,cosponsor,Davis,AKL000005
ak,27,upper,SR 2,cosponsor,Thomas,AKL000017
ak,27,upper,SR 2,cosponsor,Stedman,AKL000016
ak,27,upper,SR 2,cosponsor,Stevens,AKL000001
ak,27,upper,SR 2,cosponsor,Ellis,AKL000008
ak,27,upper,SR 3,primary,WAGONER,AKL000018
ak,28,lower,HB 1,primary,LYNN,AKL000044
ak,28,lower,HB 1,cosponsor,HAWKER,AKL000036
ak,28,lower,HB 1,cosponsor,CHENAULT,AKL000020
ak,28,lower,HB 1,cosponsor,JOHNSON,AKL000040
ak,28,lower,HB 1,cosponsor,Olson,AKL000049
ak,28,lower,HB 1,cosponsor,Millett,AKL000046
ak,28,lower,HB 1,cosponsor,P.Wilson,AKL000058
ak,28,lower,HB 1,cosponsor,Keller,AKL000043
ak,28,lower,HB 1,cosponsor,Isaacson,AKL000072
ak,28,lower,HB 1,cosponsor,Saddler,AKL000052
ak,28,lower,HB 10,primary,GRUENBERG,AKL000034
ak,28,lower,HB 100,primary,RULES BY REQUEST,
ak,28,lower,HB 101,primary,TUCK,AKL000057
ak,28,lower,HB 102,primary,KELLER,AKL000043
ak,28,lower,HB 102,cosponsor,Thompson,AKL000056
ak,28,lower,HB 102,cosponsor,Millett,AKL000046
ak,28,lower,HB 102,cosponsor,Gruenberg,AKL000034
ak,28,lower,HB 103,primary,MILLETT,AKL000046
ak,28,lower,HB 103,cosponsor,Gara,AKL000031
ak,28,lower,HB 103,cosponsor,Kreiss-Tomkins,AKL000074
ak,28,lower,HB 103,cosponsor,Tarr,AKL000078
ak,28,lower,HB 104,primary,RULES BY REQUEST OF THE GOVERNOR,
ak,28,lower,HB 105,primary,THOMPSON,AKL000056
ak,28,lower,HB 105,cosponsor,Tarr,AKL000078
ak,28,lower,HB 106,primary,KERTTULA,AKL000022
ak,28,lower,HB 106,cosponsor,Tuck,AKL000057
ak,28,lower,HB 107,primary,KERTTULA,AKL000022
ak,28,lower,HB 107,cosponsor,Tuck,AKL000057
ak,28,lower,HB 108,primary,P.WILSON,AKL000058
ak,28,lower,HB 108,cosponsor,Higgins,AKL000071
ak,28,lower,HB 108,cosponsor,Millett,AKL000046
ak,28,lower,HB 109,primary,SEATON,AKL000053
ak,28,lower,HB 11,primary,GRUENBERG,AKL000034
ak,28,lower,HB 110,primary,SEATON,AKL000053
ak,28,lower,HB 110,cosponsor,Gara,AKL000031
ak,28,lower,HB 111,primary,KERTTULA,AKL000022
ak,28,lower,HB 111,cosponsor,Gara,AKL000031
ak,28,lower,HB 111,cosponsor,Tuck,AKL000057
ak,28,lower,HB 111,cosponsor,Kawasaki,AKL000042
ak,28,lower,HB 111,cosponsor,Tarr,AKL000078
ak,28,lower,HB 112,primary,STOLTZE,AKL000054
ak,28,lower,HB 112,cosponsor,Neuman,AKL000048
ak,28,lower,HB 112,cosponsor,Reinbold,AKL000077
ak,28,lower,HB 113,primary,FEIGE,AKL000029
ak,28,lower,HB 113,cosponsor,Gruenberg,AKL000034
ak,28,lower,HB 113,cosponsor,Johnson,AKL000040
ak,28,lower,HB 113,cosponsor,Isaacson,AKL000072
ak,28,lower,HB 113,cosponsor,Higgins,AKL000071
ak,28,lower,HB 113,cosponsor,Tuck,AKL000057
ak,28,lower,HB 114,primary,MUNOZ,AKL000047
ak,28,lower,HB 114,cosponsor,Saddler,AKL000052
ak,28,lower,HB 115,primary,MUNOZ,AKL000047
ak,28,lower,HB 115,cosponsor,Kawasaki,AKL000042
ak,28,lower,HB 115,cosponsor,Johnson,AKL000040
ak,28,lower,HB 115,cosponsor,Saddler,AKL000052
ak,28,lower,HB 115,cosponsor,Tarr,AKL000078
ak,28,lower,HB 115,cosponsor,Millett,AKL000046
ak,28,lower,HB 116,primary,MILLETT,AKL000046
ak,28,lower,HB 116,cosponsor,Holmes,AKL000038
ak,28,lower,HB 116,cosponsor,Hawker,AKL000036
ak,28,lower,HB 116,cosponsor,Foster,AKL000030
ak,28,lower,HB 116,cosponsor,Costello,AKL000024
ak,28,lower,HB 116,cosponsor,Lynn,AKL000044
ak,28,lower,HB 116,cosponsor,Johnson,AKL000040
ak,28,lower,HB 116,cosponsor,Hughes,AKL000060
ak,28,lower,HB 116,cosponsor,LeDoux,AKL000075
ak,28,lower,HB 116,cosponsor,Kerttula,AKL000022
ak,28,lower,HB 116,cosponsor,Chenault,AKL000020
ak,28,lower,HB 116,cosponsor,Munoz,AKL000047
ak,28,lower,HB 116,cosponsor,Thompson,AKL000056
ak,28,lower,HB 116,cosponsor,Isaacson,AKL000072
ak,28,lower,HB 116,cosponsor,Nageak,AKL000076
ak,28,lower,HB 116,cosponsor,P.Wilson,AKL000058
ak,28,lower,HB 116,cosponsor,Tuck,AKL000057
ak,28,lower,HB 116,cosponsor,Herron,AKL000037
ak,28,lower,HB 116,cosponsor,Kito III,AKL000122
ak,28,lower,HB 116,cosponsor,Gattis,AKL000070
ak,28,lower,HB 116,cosponsor,Higgins,AKL000071
ak,28,lower,HB 116,cosponsor,Edgmon,AKL000027
ak,28,lower,HB 116,cosponsor,Feige,AKL000029
ak,28,lower,HB 116,cosponsor,T.Wilson,AKL000059
ak,28,lower,HB 116,cosponsor,Saddler,AKL000052
ak,28,lower,HB 116,cosponsor,Josephson,AKL000073
ak,28,lower,HB 116,cosponsor,Tarr,AKL000078
ak,28,lower,HB 116,cosponsor,Gara,AKL000031
ak,28,lower,HB 116,cosponsor,Drummond,AKL000069
ak,28,lower,HB 116,cosponsor,Guttenberg,AKL000035
ak,28,lower,HB 116,cosponsor,Gruenberg,AKL000034
ak,28,lower,HB 117,primary,JOSEPHSON,AKL000073
ak,28,lower,HB 117,cosponsor,Kawasaki,AKL000042
ak,28,lower,HB 117,cosponsor,Tuck,AKL000057
ak,28,lower,HB 118,primary,JOSEPHSON,AKL000073
ak,28,lower,HB 118,cosponsor,Tuck,AKL000057
ak,28,lower,HB 119,primary,HOLMES,AKL000038
ak,28,lower,HB 119,cosponsor,Munoz,AKL000047
ak,28,lower,HB 12,primary,GRUENBERG,AKL000034
ak,28,lower,HB 12,cosponsor,Gara,AKL000031
ak,28,lower,HB 120,primary,GATTIS,AKL000070
ak,28,lower,HB 120,cosponsor,LeDoux,AKL000075
ak,28,lower,HB 120,cosponsor,Drummond,AKL000069
ak,28,lower,HB 120,cosponsor,Tuck,AKL000057
ak,28,lower,HB 121,primary,FEIGE,AKL000029
ak,28,lower,HB 122,primary,P.WILSON,AKL000058
ak,28,lower,HB 122,cosponsor,Isaacson,AKL000072
ak,28,lower,HB 123,primary,P.WILSON,AKL000058
ak,28,lower,HB 123,cosponsor,Lynn,AKL000044
ak,28,lower,HB 123,cosponsor,Gattis,AKL000070
ak,28,lower,HB 123,cosponsor,Feige,AKL000029
ak,28,lower,HB 123,cosponsor,Johnson,AKL000040
ak,28,lower,HB 123,cosponsor,Isaacson,AKL000072
ak,28,lower,HB 123,cosponsor,T.Wilson,AKL000059
ak,28,lower,HB 123,cosponsor,Thompson,AKL000056
ak,28,lower,HB 123,cosponsor,Pruitt,AKL000051
ak,28,lower,HB 123,cosponsor,Costello,AKL000024
ak,28,lower,HB 124,primary,JOSEPHSON,AKL000073
ak,28,lower,HB 124,cosponsor,Kito III,AKL000122
ak,28,lower,HB 125,primary,HOLMES,AKL000038
ak,28,lower,HB 125,cosponsor,Kerttula,AKL000022
ak,28,lower,HB 125,cosponsor,Thompson,AKL000056
ak,28,lower,HB 125,cosponsor,Gara,AKL000031
ak,28,lower,HB 126,primary,KERTTULA,AKL000022
ak,28,lower,HB 126,cosponsor,Tuck,AKL000057
ak,28,lower,HB 126,cosponsor,Kito III,AKL000122
ak,28,lower,HB 127,primary,RULES BY REQUEST,
ak,28,lower,HB 128,primary,KAWASAKI,AKL000042
ak,28,lower,HB 128,cosponsor,Kerttula,AKL000022
ak,28,lower,HB 128,cosponsor,Tuck,AKL000057
ak,28,lower,HB 128,cosponsor,Gara,AKL000031
ak,28,lower,HB 128,cosponsor,Kito III,AKL000122
ak,28,lower,HB 129,primary,RULES BY REQUEST OF THE GOVERNOR,
ak,28,lower,HB 13,primary,GRUENBERG,AKL000034
ak,28,lower,HB 13,cosponsor,Kito III,AKL000122
ak,28,lower,HB 130,primary,SEATON,AKL000053
ak,28,lower,HB 130,cosponsor,Edgmon,AKL000027
ak,28,lower,HB 130,cosponsor,Austerman,AKL000021
ak,28,lower,HB 130,cosponsor,Herron,AKL000037
ak,28,lower,HB 130,cosponsor,P.Wilson,AKL000058
ak,28,lower,HB 130,cosponsor,Foster,AKL000030
ak,28,lower,HB 130,cosponsor,Kreiss-Tomkins,AKL000074
ak,28,lower,HB 130,cosponsor,Munoz,AKL000047
ak,28,lower,HB 130,cosponsor,Kerttula,AKL000022
ak,28,lower,HB 130,cosponsor,Tarr,AKL000078
ak,28,lower,HB 130,cosponsor,Nageak,AKL000076
ak,28,lower,HB 130,cosponsor,Gruenberg,AKL000034
ak,28,lower,HB 130,cosponsor,Drummond,AKL000069
ak,28,lower,HB 130,cosponsor,Josephson,AKL000073
ak,28,lower,HB 130,cosponsor,Tuck,AKL000057
ak,28,lower,HB 130,cosponsor,Thompson,AKL000056
ak,28,lower,HB 130,cosponsor,Chenault,AKL000020
ak,28,lower,HB 130,cosponsor,Lynn,AKL000044
ak,28,lower,HB 130,cosponsor,Millett,AKL000046
ak,28,lower,HB 130,cosponsor,LeDoux,AKL000075
ak,28,lower,HB 130,cosponsor,Holmes,AKL000038
ak,28,lower,HB 130,cosponsor,Feige,AKL000029
ak,28,lower,HB 130,cosponsor,Guttenberg,AKL000035
ak,28,lower,HB 130,cosponsor,Johnson,AKL000040
ak,28,lower,HB 130,cosponsor,Gara,AKL000031
ak,28,lower,HB 131,primary,SEATON,AKL000053
ak,28,lower,HB 131,cosponsor,Reinbold,AKL000077
ak,28,lower,HB 131,cosponsor,Olson,AKL000049
ak,28,lower,HB 131,cosponsor,Nageak,AKL000076
ak,28,lower,HB 131,cosponsor,Kerttula,AKL000022
ak,28,lower,HB 131,cosponsor,Gara,AKL000031
ak,28,lower,HB 132,primary,KAWASAKI,AKL000042
ak,28,lower,HB 132,cosponsor,Gara,AKL000031
ak,28,lower,HB 132,cosponsor,Kreiss-Tomkins,AKL000074
ak,28,lower,HB 133,primary,EDGMON,AKL000027
ak,28,lower,HB 133,cosponsor,Kreiss-Tomkins,AKL000074
ak,28,lower,HB 134,primary,COSTELLO,AKL000024
ak,28,lower,HB 134,cosponsor,P.Wilson,AKL000058
ak,28,lower,HB 134,cosponsor,Guttenberg,AKL000035
ak,28,lower,HB 134,cosponsor,Gara,AKL000031
ak,28,lower,HB 134,cosponsor,Hughes,AKL000060
ak,28,lower,HB 134,cosponsor,Tarr,AKL000078
ak,28,lower,HB 134,cosponsor,LeDoux,AKL000075
ak,28,lower,HB 134,cosponsor,Tuck,AKL000057
ak,28,lower,HB 134,cosponsor,Josephson,AKL000073
ak,28,lower,HB 134,cosponsor,Isaacson,AKL000072
ak,28,lower,HB 135,primary,KELLER,AKL000043
ak,28,lower,HB 135,cosponsor,Gruenberg,AKL000034
ak,28,lower,HB 136,primary,MILLETT,AKL000046
ak,28,lower,HB 136,cosponsor,T.Wilson,AKL000059
ak,28,lower,HB 136,cosponsor,Costello,AKL000024
ak,28,lower,HB 136,cosponsor,Gattis,AKL000070
ak,28,lower,HB 137,primary,MILLETT,AKL000046
ak,28,lower,HB 138,primary,HUGHES,AKL000060
ak,28,lower,HB 138,cosponsor,P.Wilson,AKL000058
ak,28,lower,HB 138,cosponsor,Reinbold,AKL000077
ak,28,lower,HB 138,cosponsor,Gattis,AKL000070
ak,28,lower,HB 138,cosponsor,Feige,AKL000029
ak,28,lower,HB 138,cosponsor,Johnson,AKL000040
ak,28,lower,HB 138,cosponsor,T.Wilson,AKL000059
ak,28,lower,HB 138,cosponsor,Gara,AKL000031
ak,28,lower,HB 138,cosponsor,Costello,AKL000024
ak,28,lower,HB 139,primary,JOSEPHSON,AKL000073
ak,28,lower,HB 139,cosponsor,Kerttula,AKL000022
ak,28,lower,HB 139,cosponsor,Gruenberg,AKL000034
ak,28,lower,HB 139,cosponsor,Kreiss-Tomkins,AKL000074
ak,28,lower,HB 139,cosponsor,Munoz,AKL000047
ak,28,lower,HB 139,cosponsor,Gara,AKL000031
ak,28,lower,HB 139,cosponsor,Kito III,AKL000122
ak,28,lower,HB 139,cosponsor,Nageak,AKL000076
ak,28,lower,HB 139,cosponsor,Holmes,AKL000038
ak,28,lower,HB 14,primary,GRUENBERG,AKL000034
ak,28,lower,HB 140,primary,REINBOLD,AKL000077
ak,28,lower,HB 140,cosponsor,Hughes,AKL000060
ak,28,lower,HB 140,cosponsor,Herron,AKL000037
ak,28,lower,HB 140,cosponsor,LeDoux,AKL000075
ak,28,lower,HB 140,cosponsor,Higgins,AKL000071
ak,28,lower,HB 140,cosponsor,Thompson,AKL000056
ak,28,lower,HB 140,cosponsor,Gara,AKL000031
ak,28,lower,HB 140,cosponsor,Costello,AKL000024
ak,28,lower,HB 140,cosponsor,Neuman,AKL000048
ak,28,lower,HB 140,cosponsor,T.Wilson,AKL000059
ak,28,lower,HB 140,cosponsor,Olson,AKL000049
ak,28,lower,HB 140,cosponsor,Keller,AKL000043
ak,28,lower,HB 140,cosponsor,Lynn,AKL000044
ak,28,lower,HB 140,cosponsor,Tarr,AKL000078
ak,28,lower,HB 140,cosponsor,Isaacson,AKL000072
ak,28,lower,HB 140,cosponsor,Kawasaki,AKL000042
ak,28,lower,HB 140,cosponsor,Tuck,AKL000057
ak,28,lower,HB 141,primary,LABOR & COMMERCE,
ak,28,lower,HB 142,primary,GATTIS,AKL000070
ak,28,lower,HB 143,primary,SEATON,AKL000053
ak,28,lower,HB 143,cosponsor,Kreiss-Tomkins,AKL000074
ak,28,lower,HB 143,cosponsor,P.Wilson,AKL000058
ak,28,lower,HB 143,cosponsor,Kerttula,AKL000022
ak,28,lower,HB 144,primary,THOMPSON,AKL000056
ak,28,lower,HB 144,cosponsor,LeDoux,AKL000075
ak,28,lower,HB 144,cosponsor,P.Wilson,AKL000058
ak,28,lower,HB 145,primary,MILLETT,AKL000046
ak,28,lower,HB 146,primary,HIGGINS,AKL000071
ak,28,lower,HB 146,cosponsor,Millett,AKL000046
ak,28,lower,HB 146,cosponsor,Thompson,AKL000056
ak,28,lower,HB 146,cosponsor,Hughes,AKL000060
ak,28,lower,HB 146,cosponsor,T.Wilson,AKL000059
ak,28,lower,HB 146,cosponsor,LeDoux,AKL000075
ak,28,lower,HB 146,cosponsor,Pruitt,AKL000051
ak,28,lower,HB 146,cosponsor,P.Wilson,AKL000058
ak,28,lower,HB 146,cosponsor,Johnson,AKL000040
ak,28,lower,HB 146,cosponsor,Feige,AKL000029
ak,28,lower,HB 146,cosponsor,Josephson,AKL000073
ak,28,lower,HB 146,cosponsor,Kerttula,AKL000022
ak,28,lower,HB 146,cosponsor,Keller,AKL000043
ak,28,lower,HB 146,cosponsor,Gara,AKL000031
ak,28,lower,HB 146,cosponsor,Tarr,AKL000078
ak,28,lower,HB 147,primary,SADDLER,AKL000052
ak,28,lower,HB 147,cosponsor,Herron,AKL000037
ak,28,lower,HB 147,cosponsor,Isaacson,AKL000072
ak,28,lower,HB 147,cosponsor,Tuck,AKL000057
ak,28,lower,HB 147,cosponsor,Feige,AKL000029
ak,28,lower,HB 147,cosponsor,Chenault,AKL000020
ak,28,lower,HB 147,cosponsor,Millett,AKL000046
ak,28,lower,HB 147,cosponsor,Pruitt,AKL000051
ak,28,lower,HB 147,cosponsor,Lynn,AKL000044
ak,28,lower,HB 147,cosponsor,Kerttula,AKL000022
ak,28,lower,HB 147,cosponsor,Olson,AKL000049
ak,28,lower,HB 147,cosponsor,Stoltze,AKL000054
ak,28,lower,HB 147,cosponsor,Holmes,AKL000038
ak,28,lower,HB 147,cosponsor,Drummond,AKL000069
ak,28,lower,HB 147,cosponsor,Gruenberg,AKL000034
ak,28,lower,HB 147,cosponsor,Tarr,AKL000078
ak,28,lower,HB 148,primary,GUTTENBERG,AKL000035
ak,28,lower,HB 149,primary,LEDOUX,AKL000075
ak,28,lower,HB 149,cosponsor,Nageak,AKL000076
ak,28,lower,HB 149,cosponsor,Tuck,AKL000057
ak,28,lower,HB 149,cosponsor,Lynn,AKL000044
ak,28,lower,HB 149,cosponsor,Millett,AKL000046
ak,28,lower,HB 149,cosponsor,Holmes,AKL000038
ak,28,lower,HB 15,primary,KELLER,AKL000043
ak,28,lower,HB 15,cosponsor,ISAACSON,AKL000072
ak,28,lower,HB 15,cosponsor,Pruitt,AKL000051
ak,28,lower,HB 15,cosponsor,Gruenberg,AKL000034
ak,28,lower,HB 15,cosponsor,P.Wilson,AKL000058
ak,28,lower,HB 15,cosponsor,T.Wilson,AKL000059
ak,28,lower,HB 15,cosponsor,Olson,AKL000049
ak,28,lower,HB 15,cosponsor,LeDoux,AKL000075
ak,28,lower,HB 15,cosponsor,Josephson,AKL000073
ak,28,lower,HB 15,cosponsor,Johnson,AKL000040
ak,28,lower,HB 15,cosponsor,Gattis,AKL000070
ak,28,lower,HB 150,primary,NEUMAN,AKL000048
ak,28,lower,HB 150,cosponsor,Tuck,AKL000057
ak,28,lower,HB 150,cosponsor,Thompson,AKL000056
ak,28,lower,HB 150,cosponsor,Hughes,AKL000060
ak,28,lower,HB 150,cosponsor,Gara,AKL000031
ak,28,lower,HB 150,cosponsor,Isaacson,AKL000072
ak,28,lower,HB 150,cosponsor,Edgmon,AKL000027
ak,28,lower,HB 150,cosponsor,Higgins,AKL000071
ak,28,lower,HB 150,cosponsor,Foster,AKL000030
ak,28,lower,HB 150,cosponsor,Munoz,AKL000047
ak,28,lower,HB 151,primary,REINBOLD,AKL000077
ak,28,lower,HB 151,cosponsor,LeDoux,AKL000075
ak,28,lower,HB 151,cosponsor,Olson,AKL000049
ak,28,lower,HB 151,cosponsor,Keller,AKL000043
ak,28,lower,HB 151,cosponsor,Higgins,AKL000071
ak,28,lower,HB 152,primary,THOMPSON,AKL000056
ak,28,lower,HB 152,cosponsor,Isaacson,AKL000072
ak,28,lower,HB 152,cosponsor,Millett,AKL000046
ak,28,lower,HB 153,primary,LYNN,AKL000044
ak,28,lower,HB 153,cosponsor,Holmes,AKL000038
ak,28,lower,HB 153,cosponsor,Kawasaki,AKL000042
ak,28,lower,HB 153,cosponsor,Gara,AKL000031
ak,28,lower,HB 153,cosponsor,Costello,AKL000024
ak,28,lower,HB 153,cosponsor,Tuck,AKL000057
ak,28,lower,HB 153,cosponsor,LeDoux,AKL000075
ak,28,lower,HB 153,cosponsor,Johnson,AKL000040
ak,28,lower,HB 153,cosponsor,Pruitt,AKL000051
ak,28,lower,HB 153,cosponsor,Saddler,AKL000052
ak,28,lower,HB 154,primary,THOMPSON,AKL000056
ak,28,lower,HB 154,cosponsor,Isaacson,AKL000072
ak,28,lower,HB 154,cosponsor,Kerttula,AKL000022
ak,28,lower,HB 154,cosponsor,Tuck,AKL000057
ak,28,lower,HB 154,cosponsor,Guttenberg,AKL000035
ak,28,lower,HB 155,primary,JOSEPHSON,AKL000073
ak,28,lower,HB 155,cosponsor,Kawasaki,AKL000042
ak,28,lower,HB 155,cosponsor,Kito III,AKL000122
ak,28,lower,HB 156,primary,HERRON,AKL000037
ak,28,lower,HB 157,primary,GARA,AKL000031
ak,28,lower,HB 157,cosponsor,Kawasaki,AKL000042
ak,28,lower,HB 157,cosponsor,Tarr,AKL000078
ak,28,lower,HB 157,cosponsor,Tuck,AKL000057
ak,28,lower,HB 158,primary,COSTELLO,AKL000024
ak,28,lower,HB 158,cosponsor,Austerman,AKL000021
ak,28,lower,HB 158,cosponsor,Feige,AKL000029
ak,28,lower,HB 158,cosponsor,Herron,AKL000037
ak,28,lower,HB 158,cosponsor,Millett,AKL000046
ak,28,lower,HB 158,cosponsor,Isaacson,AKL000072
ak,28,lower,HB 159,primary,KAWASAKI,AKL000042
ak,28,lower,HB 159,cosponsor,Tuck,AKL000057
ak,28,lower,HB 16,primary,KELLER,AKL000043
ak,28,lower,HB 16,cosponsor,P.Wilson,AKL000058
ak,28,lower,HB 16,cosponsor,Reinbold,AKL000077
ak,28,lower,HB 160,primary,THOMPSON BY REQUEST,AKL000056
ak,28,lower,HB 160,cosponsor,Austerman,AKL000021
ak,28,lower,HB 160,cosponsor,Gara,AKL000031
ak,28,lower,HB 160,cosponsor,Josephson,AKL000073
ak,28,lower,HB 161,primary,GATTIS,AKL000070
ak,28,lower,HB 161,cosponsor,Neuman,AKL000048
ak,28,lower,HB 161,cosponsor,Hughes,AKL000060
ak,28,lower,HB 161,cosponsor,Johnson,AKL000040
ak,28,lower,HB 161,cosponsor,Costello,AKL000024
ak,28,lower,HB 161,cosponsor,Munoz,AKL000047
ak,28,lower,HB 161,cosponsor,Millett,AKL000046
ak,28,lower,HB 161,cosponsor,Holmes,AKL000038
ak,28,lower,HB 161,cosponsor,P.Wilson,AKL000058
ak,28,lower,HB 161,cosponsor,Keller,AKL000043
ak,28,lower,HB 161,cosponsor,LeDoux,AKL000075
ak,28,lower,HB 161,cosponsor,Tuck,AKL000057
ak,28,lower,HB 161,cosponsor,Feige,AKL000029
ak,28,lower,HB 161,cosponsor,Reinbold,AKL000077
ak,28,lower,HB 162,primary,T.WILSON,AKL000059
ak,28,lower,HB 162,cosponsor,Feige,AKL000029
ak,28,lower,HB 162,cosponsor,Gattis,AKL000070
ak,28,lower,HB 163,primary,T.WILSON,AKL000059
ak,28,lower,HB 164,primary,MILLETT,AKL000046
ak,28,lower,HB 164,cosponsor,Lynn,AKL000044
ak,28,lower,HB 164,cosponsor,Reinbold,AKL000077
ak,28,lower,HB 165,primary,HERRON,AKL000037
ak,28,lower,HB 165,cosponsor,Kito III,AKL000122
ak,28,lower,HB 166,primary,FOSTER,AKL000030
ak,28,lower,HB 166,cosponsor,Tarr,AKL000078
ak,28,lower,HB 167,primary,LABOR & COMMERCE,
ak,28,lower,HB 168,primary,LABOR & COMMERCE,
ak,28,lower,HB 169,primary,OLSON,AKL000049
ak,28,lower,HB 17,primary,GARA,AKL000031
ak,28,lower,HB 17,cosponsor,DRUMMOND,AKL000069
ak,28,lower,HB 17,cosponsor,GUTTENBERG,AKL000035
ak,28,lower,HB 17,cosponsor,HOLMES,AKL000038
ak,28,lower,HB 17,cosponsor,KAWASAKI,AKL000042
ak,28,lower,HB 17,cosponsor,KERTTULA,AKL000022
ak,28,lower,HB 17,cosponsor,TUCK,AKL000057
ak,28,lower,HB 17,cosponsor,TARR,AKL000078
ak,28,lower,HB 17,cosponsor,JOSEPHSON,AKL000073
ak,28,lower,HB 17,cosponsor,KREISS-TOMKINS,AKL000074
ak,28,lower,HB 17,cosponsor,Gruenberg,AKL000034
ak,28,lower,HB 17,cosponsor,Kito III,AKL000122
ak,28,lower,HB 170,primary,JOSEPHSON,AKL000073
ak,28,lower,HB 171,primary,JOSEPHSON,AKL000073
ak,28,lower,HB 172,primary,JOSEPHSON,AKL000073
ak,28,lower,HB 173,primary,LEDOUX,AKL000075
ak,28,lower,HB 173,cosponsor,Reinbold,AKL000077
ak,28,lower,HB 173,cosponsor,Hughes,AKL000060
ak,28,lower,HB 173,cosponsor,Gattis,AKL000070
ak,28,lower,HB 173,cosponsor,P.Wilson,AKL000058
ak,28,lower,HB 173,cosponsor,Chenault,AKL000020
ak,28,lower,HB 173,cosponsor,Keller,AKL000043
ak,28,lower,HB 173,cosponsor,Isaacson,AKL000072
ak,28,lower,HB 173,cosponsor,Higgins,AKL000071
ak,28,lower,HB 173,cosponsor,Lynn,AKL000044
ak,28,lower,HB 173,cosponsor,Stoltze,AKL000054
ak,28,lower,HB 173,cosponsor,Millett,AKL000046
ak,28,lower,HB 174,primary,COMMUNITY & REGIONAL AFFAIRS,
ak,28,lower,HB 175,primary,LABOR & COMMERCE,
ak,28,lower,HB 176,primary,THOMPSON,AKL000056
ak,28,lower,HB 176,cosponsor,P.Wilson,AKL000058
ak,28,lower,HB 176,cosponsor,Isaacson,AKL000072
ak,28,lower,HB 176,cosponsor,Gattis,AKL000070
ak,28,lower,HB 176,cosponsor,Feige,AKL000029
ak,28,lower,HB 176,cosponsor,Lynn,AKL000044
ak,28,lower,HB 177,primary,EDGMON,AKL000027
ak,28,lower,HB 177,cosponsor,P.Wilson,AKL000058
ak,28,lower,HB 177,cosponsor,Kito III,AKL000122
ak,28,lower,HB 178,primary,ISAACSON,AKL000072
ak,28,lower,HB 178,cosponsor,Keller,AKL000043
ak,28,lower,HB 178,cosponsor,P.Wilson,AKL000058
ak,28,lower,HB 179,primary,NAGEAK,AKL000076
ak,28,lower,HB 179,cosponsor,Kreiss-Tomkins,AKL000074
ak,28,lower,HB 179,cosponsor,Guttenberg,AKL000035
ak,28,lower,HB 179,cosponsor,Gara,AKL000031
ak,28,lower,HB 179,cosponsor,Drummond,AKL000069
ak,28,lower,HB 179,cosponsor,Kito III,AKL000122
ak,28,lower,HB 18,primary,STOLTZE,AKL000054
ak,28,lower,HB 18,cosponsor,HUGHES,AKL000060
ak,28,lower,HB 18,cosponsor,KELLER,AKL000043
ak,28,lower,HB 18,cosponsor,Tuck,AKL000057
ak,28,lower,HB 18,cosponsor,Thompson,AKL000056
ak,28,lower,HB 18,cosponsor,Gattis,AKL000070
ak,28,lower,HB 18,cosponsor,Kawasaki,AKL000042
ak,28,lower,HB 180,primary,T.WILSON,AKL000059
ak,28,lower,HB 180,cosponsor,Higgins,AKL000071
ak,28,lower,HB 180,cosponsor,Costello,AKL000024
ak,28,lower,HB 180,cosponsor,Lynn,AKL000044
ak,28,lower,HB 180,cosponsor,Millett,AKL000046
ak,28,lower,HB 180,cosponsor,Isaacson,AKL000072
ak,28,lower,HB 180,cosponsor,Saddler,AKL000052
ak,28,lower,HB 180,cosponsor,Johnson,AKL000040
ak,28,lower,HB 180,cosponsor,Gattis,AKL000070
ak,28,lower,HB 180,cosponsor,Holmes,AKL000038
ak,28,lower,HB 180,cosponsor,Keller,AKL000043
ak,28,lower,HB 180,cosponsor,Feige,AKL000029
ak,28,lower,HB 181,primary,FOSTER,AKL000030
ak,28,lower,HB 182,primary,COSTELLO,AKL000024
ak,28,lower,HB 183,primary,LEDOUX,AKL000075
ak,28,lower,HB 184,primary,GRUENBERG,AKL000034
ak,28,lower,HB 185,primary,COSTELLO,AKL000024
ak,28,lower,HB 186,primary,MILLETT,AKL000046
ak,28,lower,HB 186,cosponsor,Kreiss-Tomkins,AKL000074
ak,28,lower,HB 186,cosponsor,Tuck,AKL000057
ak,28,lower,HB 186,cosponsor,Kerttula,AKL000022
ak,28,lower,HB 186,cosponsor,Costello,AKL000024
ak,28,lower,HB 186,cosponsor,Olson,AKL000049
ak,28,lower,HB 186,cosponsor,Johnson,AKL000040
